_items/_id,_items/clusterID,_items/connectionTime,_items/disconnectTime,_items/doneChargingTime,_items/kWhDelivered,_items/sessionID,_items/siteID,_items/spaceID,_items/stationID,_items/timezone,_items/userID,_items/userInputs/0/WhPerMile,_items/userInputs/0/kWhRequested,_items/userInputs/0/milesRequested,_items/userInputs/0/minutesAvailable,_items/userInputs/0/modifiedAt,_items/userInputs/0/paymentRequired,_items/userInputs/0/requestedDeparture,_items/userInputs/0/userID,_items/userInputs/1/WhPerMile,_items/userInputs/1/kWhRequested,_items/userInputs/1/milesRequested,_items/userInputs/1/minutesAvailable,_items/userInputs/1/modifiedAt,_items/userInputs/1/paymentRequired,_items/userInputs/1/requestedDeparture,_items/userInputs/1/userID,_items/userInputs/0,_items/userInputs/2/WhPerMile,_items/userInputs/2/kWhRequested,_items/userInputs/2/milesRequested,_items/userInputs/2/minutesAvailable,_items/userInputs/2/modifiedAt,_items/userInputs/2/paymentRequired,_items/userInputs/2/requestedDeparture,_items/userInputs/2/userID,_items/userInputs/3/WhPerMile,_items/userInputs/3/kWhRequested,_items/userInputs/3/milesRequested,_items/userInputs/3/minutesAvailable,_items/userInputs/3/modifiedAt,_items/userInputs/3/paymentRequired,_items/userInputs/3/requestedDeparture,_items/userInputs/3/userID,_items/userInputs/4/WhPerMile,_items/userInputs/4/kWhRequested,_items/userInputs/4/milesRequested,_items/userInputs/4/minutesAvailable,_items/userInputs/4/modifiedAt,_items/userInputs/4/paymentRequired,_items/userInputs/4/requestedDeparture,_items/userInputs/4/userID,_items/userInputs/5/WhPerMile,_items/userInputs/5/kWhRequested,_items/userInputs/5/milesRequested,_items/userInputs/5/minutesAvailable,_items/userInputs/5/modifiedAt,_items/userInputs/5/paymentRequired,_items/userInputs/5/requestedDeparture,_items/userInputs/5/userID,_items/userInputs/6/WhPerMile,_items/userInputs/6/kWhRequested,_items/userInputs/6/milesRequested,_items/userInputs/6/minutesAvailable,_items/userInputs/6/modifiedAt,_items/userInputs/6/paymentRequired,_items/userInputs/6/requestedDeparture,_items/userInputs/6/userID,_items/userInputs/7/WhPerMile,_items/userInputs/7/kWhRequested,_items/userInputs/7/milesRequested,_items/userInputs/7/minutesAvailable,_items/userInputs/7/modifiedAt,_items/userInputs/7/paymentRequired,_items/userInputs/7/requestedDeparture,_items/userInputs/7/userID,_items/userInputs/8/WhPerMile,_items/userInputs/8/kWhRequested,_items/userInputs/8/milesRequested,_items/userInputs/8/minutesAvailable,_items/userInputs/8/modifiedAt,_items/userInputs/8/paymentRequired,_items/userInputs/8/requestedDeparture,_items/userInputs/8/userID,_items/userInputs/9/WhPerMile,_items/userInputs/9/kWhRequested,_items/userInputs/9/milesRequested,_items/userInputs/9/minutesAvailable,_items/userInputs/9/modifiedAt,_items/userInputs/9/paymentRequired,_items/userInputs/9/requestedDeparture,_items/userInputs/9/userID
5dd1f434f9af8b2dec178069,0039,"Fri, 01 Nov 2019 16:30:37 GMT","Sat, 02 Nov 2019 00:58:50 GMT","Fri, 01 Nov 2019 19:06:20 GMT",6.914,2_39_79_380_2019-11-01 16:30:36.940183,0002,CA-489,2-39-79-380,America/Los_Angeles,000001957,292,14.6,50,459,"Fri, 01 Nov 2019 16:31:21 GMT",true,"Sat, 02 Nov 2019 00:09:37 GMT",1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec17806a,0039,"Fri, 01 Nov 2019 16:45:13 GMT","Fri, 01 Nov 2019 19:01:14 GMT","Fri, 01 Nov 2019 18:58:59 GMT",6.514,2_39_123_23_2019-11-01 16:45:12.535777,0002,CA-313,2-39-123-23,America/Los_Angeles,000001410,400,12,30,137,"Fri, 01 Nov 2019 16:46:37 GMT",true,"Fri, 01 Nov 2019 19:02:13 GMT",1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec17806b,0039,"Fri, 01 Nov 2019 16:46:06 GMT","Fri, 01 Nov 2019 21:04:13 GMT","Fri, 01 Nov 2019 21:04:08 GMT",26.94,2_39_91_441_2019-11-01 16:46:05.730584,0002,CA-499,2-39-91-441,America/Los_Angeles,000002972,469,28.14,60,257,"Fri, 01 Nov 2019 16:49:29 GMT",true,"Fri, 01 Nov 2019 21:03:06 GMT",2972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec17806c,0039,"Fri, 01 Nov 2019 16:55:29 GMT","Sat, 02 Nov 2019 02:49:06 GMT","Fri, 01 Nov 2019 18:02:28 GMT",2.155,2_39_89_25_2019-11-01 16:55:29.445348,0002,CA-315,2-39-89-25,America/Los_Angeles,000000324,400,8,20,121,"Fri, 01 Nov 2019 16:55:53 GMT",true,"Fri, 01 Nov 2019 18:56:29 GMT",324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec17806d,0039,"Fri, 01 Nov 2019 16:56:32 GMT","Sat, 02 Nov 2019 01:06:24 GMT","Sat, 02 Nov 2019 01:07:22 GMT",33.006,2_39_78_362_2019-11-01 16:56:13.850038,0002,CA-496,2-39-78-362,America/Los_Angeles,000002961,400,64,160,60,"Fri, 01 Nov 2019 16:56:32 GMT",true,"Fri, 01 Nov 2019 17:56:32 GMT",2961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec17806e,0039,"Fri, 01 Nov 2019 16:57:55 GMT","Sat, 02 Nov 2019 00:21:00 GMT","Fri, 01 Nov 2019 19:04:52 GMT",13.515,2_39_88_24_2019-11-01 16:57:41.396332,0002,CA-314,2-39-88-24,America/Los_Angeles,000002461,400,16,40,427,"Fri, 01 Nov 2019 16:57:55 GMT",true,"Sat, 02 Nov 2019 00:04:55 GMT",2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec17806f,0039,"Fri, 01 Nov 2019 17:07:34 GMT","Sat, 02 Nov 2019 01:03:19 GMT","Fri, 01 Nov 2019 20:34:58 GMT",9.117,2_39_79_377_2019-11-01 17:07:33.843356,0002,CA-325,2-39-79-377,America/Los_Angeles,000001095,400,12,30,422,"Fri, 01 Nov 2019 17:07:41 GMT",true,"Sat, 02 Nov 2019 00:09:34 GMT",1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec178070,0039,"Fri, 01 Nov 2019 17:07:52 GMT","Fri, 01 Nov 2019 18:53:24 GMT","Fri, 01 Nov 2019 18:53:20 GMT",11.595,2_39_92_436_2019-11-01 17:07:51.529220,0002,CA-318,2-39-92-436,America/Los_Angeles,000001039,400,80,200,213,"Fri, 01 Nov 2019 17:08:22 GMT",true,"Fri, 01 Nov 2019 20:40:52 GMT",1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec178071,0039,"Fri, 01 Nov 2019 17:18:54 GMT","Fri, 01 Nov 2019 23:40:06 GMT","Fri, 01 Nov 2019 18:06:42 GMT",2.748,2_39_79_378_2019-11-01 17:18:54.011879,0002,CA-326,2-39-79-378,America/Los_Angeles,000000751,400,8,20,60,"Fri, 01 Nov 2019 17:19:11 GMT",true,"Fri, 01 Nov 2019 18:18:54 GMT",751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec178072,0039,"Fri, 01 Nov 2019 17:26:04 GMT","Sat, 02 Nov 2019 01:20:51 GMT","Fri, 01 Nov 2019 19:54:49 GMT",7.875,2_39_79_382_2019-11-01 17:26:04.293087,0002,CA-491,2-39-79-382,America/Los_Angeles,000002170,400,8,20,60,"Fri, 01 Nov 2019 17:26:11 GMT",true,"Fri, 01 Nov 2019 18:26:04 GMT",2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec178073,0039,"Fri, 01 Nov 2019 17:32:08 GMT","Sat, 02 Nov 2019 00:12:19 GMT","Fri, 01 Nov 2019 19:13:04 GMT",5.03,2_39_89_439_2019-11-01 17:32:07.706245,0002,CA-501,2-39-89-439,America/Los_Angeles,000000743,400,8,20,365,"Fri, 01 Nov 2019 17:32:26 GMT",true,"Fri, 01 Nov 2019 23:37:08 GMT",743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec178074,0039,"Fri, 01 Nov 2019 17:34:06 GMT","Fri, 01 Nov 2019 21:54:38 GMT","Fri, 01 Nov 2019 19:38:20 GMT",8.377,2_39_95_444_2019-11-01 17:34:05.642660,0002,CA-497,2-39-95-444,America/Los_Angeles,000000668,425,8.5,20,714,"Fri, 01 Nov 2019 17:34:24 GMT",true,"Sat, 02 Nov 2019 05:28:06 GMT",668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec178075,0039,"Fri, 01 Nov 2019 18:11:18 GMT","Sat, 02 Nov 2019 02:55:36 GMT","Sat, 02 Nov 2019 01:16:41 GMT",14.101,2_39_78_360_2019-11-01 18:11:18.415605,0002,CA-322,2-39-78-360,America/Los_Angeles,000000676,400,24,60,443,"Fri, 01 Nov 2019 18:11:28 GMT",true,"Sat, 02 Nov 2019 01:34:18 GMT",676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec178076,0039,"Fri, 01 Nov 2019 18:30:34 GMT","Fri, 01 Nov 2019 22:15:42 GMT","Fri, 01 Nov 2019 22:15:39 GMT",6.962,2_39_78_367_2019-11-01 18:30:33.896233,0002,CA-494,2-39-78-367,America/Los_Angeles,000003447,375,15,40,378,"Fri, 01 Nov 2019 18:31:47 GMT",true,"Sat, 02 Nov 2019 00:48:34 GMT",3447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec178077,0039,"Fri, 01 Nov 2019 18:55:24 GMT","Fri, 01 Nov 2019 19:33:16 GMT","Fri, 01 Nov 2019 19:33:12 GMT",2.394,2_39_78_361_2019-11-01 18:55:23.831102,0002,CA-493,2-39-78-361,America/Los_Angeles,000000832,400,36,90,311,"Fri, 01 Nov 2019 18:55:48 GMT",true,"Sat, 02 Nov 2019 00:06:24 GMT",832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec178078,0039,"Fri, 01 Nov 2019 19:10:30 GMT","Sat, 02 Nov 2019 05:12:26 GMT","Fri, 01 Nov 2019 20:15:26 GMT",2.16,2_39_123_23_2019-11-01 19:10:29.559896,0002,CA-313,2-39-123-23,America/Los_Angeles,000001082,400,16,40,291,"Fri, 01 Nov 2019 19:10:57 GMT",true,"Sat, 02 Nov 2019 00:01:30 GMT",1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec178079,0039,"Fri, 01 Nov 2019 19:44:41 GMT","Fri, 01 Nov 2019 23:22:16 GMT","Fri, 01 Nov 2019 22:20:49 GMT",6.756,2_39_78_366_2019-11-01 19:38:12.363403,0002,CA-323,2-39-78-366,America/Los_Angeles,000001124,400,8,20,60,"Fri, 01 Nov 2019 19:44:41 GMT",true,"Fri, 01 Nov 2019 20:44:41 GMT",1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec17807a,0039,"Fri, 01 Nov 2019 19:50:43 GMT","Sat, 02 Nov 2019 00:06:10 GMT","Fri, 01 Nov 2019 23:47:56 GMT",0.878,2_39_78_361_2019-11-01 19:50:43.435686,0002,CA-493,2-39-78-361,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec17807b,0039,"Fri, 01 Nov 2019 20:18:18 GMT","Fri, 01 Nov 2019 23:42:19 GMT","Fri, 01 Nov 2019 23:42:14 GMT",11.718,2_39_91_437_2019-11-01 20:18:18.484074,0002,CA-317,2-39-91-437,America/Los_Angeles,000001135,400,20,50,60,"Fri, 01 Nov 2019 20:18:23 GMT",true,"Fri, 01 Nov 2019 21:18:18 GMT",1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec17807c,0039,"Fri, 01 Nov 2019 20:36:47 GMT","Sat, 02 Nov 2019 01:43:38 GMT","Fri, 01 Nov 2019 21:49:25 GMT",3.905,2_39_138_29_2019-11-01 20:36:46.971219,0002,CA-304,2-39-138-29,America/Los_Angeles,000000567,400,8,20,523,"Fri, 01 Nov 2019 20:39:26 GMT",true,"Sat, 02 Nov 2019 05:19:47 GMT",567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec17807d,0039,"Fri, 01 Nov 2019 20:56:34 GMT","Fri, 01 Nov 2019 21:19:59 GMT","Fri, 01 Nov 2019 21:19:56 GMT",0.625,2_39_78_364_2019-11-01 20:56:34.439460,0002,CA-495,2-39-78-364,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec17807e,0039,"Fri, 01 Nov 2019 21:26:09 GMT","Fri, 01 Nov 2019 22:12:46 GMT","Fri, 01 Nov 2019 22:12:38 GMT",5.351,2_39_129_17_2019-11-01 21:26:08.528724,0002,CA-307,2-39-129-17,America/Los_Angeles,000001133,400,28,70,226,"Fri, 01 Nov 2019 21:26:27 GMT",true,"Sat, 02 Nov 2019 01:12:09 GMT",1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec17807f,0039,"Fri, 01 Nov 2019 21:31:05 GMT","Sat, 02 Nov 2019 01:01:32 GMT","Sat, 02 Nov 2019 00:14:48 GMT",18.338808888888888,2_39_91_441_2019-11-01 21:31:04.549755,0002,CA-499,2-39-91-441,America/Los_Angeles,000001274,400,32,80,325,"Fri, 01 Nov 2019 21:31:31 GMT",true,"Sat, 02 Nov 2019 02:56:05 GMT",1274,400,32,80,325,"Sat, 02 Nov 2019 01:01:30 GMT",true,"Sat, 02 Nov 2019 02:56:05 GMT",1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec178080,0039,"Fri, 01 Nov 2019 21:31:10 GMT","Sat, 02 Nov 2019 01:25:23 GMT","Fri, 01 Nov 2019 23:06:35 GMT",10.479,2_39_92_436_2019-11-01 21:31:09.861626,0002,CA-318,2-39-92-436,America/Los_Angeles,000003270,200,40,200,466,"Fri, 01 Nov 2019 21:31:53 GMT",true,"Sat, 02 Nov 2019 05:17:10 GMT",3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec178081,0039,"Fri, 01 Nov 2019 21:33:10 GMT","Sat, 02 Nov 2019 01:40:49 GMT","Fri, 01 Nov 2019 23:05:53 GMT",3.892,2_39_78_364_2019-11-01 21:33:09.830097,0002,CA-495,2-39-78-364,America/Los_Angeles,000003389,400,4,10,56,"Fri, 01 Nov 2019 21:33:34 GMT",true,"Fri, 01 Nov 2019 22:29:10 GMT",3389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec178082,0039,"Fri, 01 Nov 2019 23:39:48 GMT","Sat, 02 Nov 2019 04:42:31 GMT","Sat, 02 Nov 2019 02:36:00 GMT",17.85,2_39_90_26_2019-11-01 23:39:48.329283,0002,CA-316,2-39-90-26,America/Los_Angeles,000000431,400,28,70,286,"Fri, 01 Nov 2019 23:40:23 GMT",true,"Sat, 02 Nov 2019 04:25:48 GMT",431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec178083,0039,"Sat, 02 Nov 2019 01:21:08 GMT","Sun, 03 Nov 2019 00:50:05 GMT","Sat, 02 Nov 2019 07:15:00 GMT",39.19,2_39_129_17_2019-11-02 01:21:08.416479,0002,CA-307,2-39-129-17,America/Los_Angeles,000000489,200,50,250,460,"Sat, 02 Nov 2019 01:21:19 GMT",true,"Sat, 02 Nov 2019 09:01:08 GMT",489,200,50,250,445,"Sat, 02 Nov 2019 01:21:28 GMT",true,"Sat, 02 Nov 2019 08:46:08 GMT",489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd1f434f9af8b2dec178084,0039,"Sat, 02 Nov 2019 01:48:29 GMT","Sat, 02 Nov 2019 03:52:09 GMT","Sat, 02 Nov 2019 03:52:06 GMT",7.262,2_39_91_437_2019-11-02 01:48:28.569654,0002,CA-317,2-39-91-437,America/Los_Angeles,000001820,400,8,20,60,"Sat, 02 Nov 2019 01:49:28 GMT",true,"Sat, 02 Nov 2019 02:48:29 GMT",1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
